sludinajuma_saite,bilde,marka,gads,tilpums,nobraukums,cena 
/msg/lv/transport/cars/opel/grandland-x/cddexl.html,https://i.ss.lv/gallery/7/1235/308570/61713988.th2.jpg,"['Opel', <br/>, 'Grandland X']",['2020'],['1.5D'],['-'],"['13,950  €']"
/msg/lv/transport/cars/renault/captur/cfijnp.html,https://i.ss.lv/gallery/7/1288/321756/64351133.th2.jpg,"['Renault', <br/>, 'Captur']",['2021'],['1.6H'],['-'],"['16,990  €']"
/msg/lv/transport/cars/peugeot/2008/cfkdlj.html,https://i.ss.lv/gallery/7/1298/324272/64854236.th2.jpg,"['Peugeot', <br/>, '2008']",['2015'],['1.6D'],['-'],"['7,990  €']"
/msg/lv/transport/cars/peugeot/2008/cfkdlb.html,https://i.ss.lv/gallery/7/1298/324269/64853627.th2.jpg,"['Peugeot', <br/>, '2008']",['2015'],['1.2'],['-'],"['7,990  €']"
/msg/lv/transport/cars/ford/galaxy/ffknh.html,https://i.ss.lv/gallery/7/1272/317785/63556944.th2.jpg,"['Ford', <br/>, 'Galaxy']",['2016'],['2.0D'],['-'],"['12,490  €']"
/msg/lv/transport/cars/honda/civic/boxmd.html,https://i.ss.lv/gallery/7/1299/324648/64929441.th2.jpg,"['Honda', <br/>, 'Civic']",['2013'],['2.2D'],['170 tūkst.'],"['6,500  €']"
/msg/lv/transport/cars/audi/a3/biphko.html,https://i.ss.lv/gallery/7/1289/322189/64437651.th2.jpg,"['Audi', <br/>, 'A3']",['2014'],['1.4'],['70 tūkst.'],"['15,000  €']"
/msg/lv/transport/cars/bmw/x1/cfdkbd.html,https://i.ss.lv/gallery/7/1289/322008/64401478.th2.jpg,"['Bmw', <br/>, 'X1']",['2015'],['2.0D'],['-'],"['10,990  €']"
/msg/lv/transport/cars/audi/allroad/cdklof.html,https://i.ss.lv/gallery/7/1321/330016/66003104.th2.jpg,"['Audi', <br/>, 'Allroad']",['2006'],['2.7D'],['-'],"['4,400  €']"
/msg/lv/transport/cars/mercedes/e220/cecdcn.html,https://i.ss.lv/gallery/7/1321/330232/66046204.th2.jpg,"['Mercedes', <br/>, 'E220']",['2002'],['2.2D'],['445 tūkst.'],"['3,000  €']"
/msg/lv/transport/cars/volvo/xc-40/cddgpk.html,https://i.ss.lv/gallery/7/1236/308767/61753378.th2.jpg,"['Volvo', <br/>, 'XC 40']",['2018'],['2.0D'],['-'],"['18,990  €']"
/msg/lv/transport/cars/citroen/c5-aircross/cbkghg.html,https://i.ss.lv/gallery/7/1269/317086/63417183.th2.jpg,"['Citroen', <br/>, 'C5 Aircross']",['2019'],['2.0D'],['-'],"['14,990  €']"
/msg/lv/transport/cars/bmw/530/binopp.html,https://i.ss.lv/gallery/6/1188/296963/59392521.th2.jpg,"['Bmw', <br/>, '530']",['2014'],['3.0D'],['289 tūkst.'],"['12,330  €']"
/msg/lv/transport/cars/dacia/duster/cbmlcb.html,https://i.ss.lv/gallery/7/1295/323568/64713495.th2.jpg,"['Dacia', <br/>, 'Duster']",['2024'],['1.2'],['2 tūkst.'],"['26,590  €']"
/msg/lv/transport/cars/bmw/318/hbxoc.html,https://i.ss.lv/gallery/7/1309/327035/65406980.th2.jpg,"['Bmw', <br/>, '318']",['2009'],['2.0D'],['333 tūkst.'],"['7,200  €']"
/msg/lv/transport/cars/dacia/duster/bllmph.html,https://i.ss.lv/gallery/7/1282/320350/64069962.th2.jpg,"['Dacia', <br/>, 'Duster']",['2020'],['1.0'],['93 tūkst.'],"['11,700  €']"
/msg/lv/transport/cars/bmw/530/bjpfg.html,https://i.ss.lv/gallery/7/1286/321500/64299821.th2.jpg,"['Bmw', <br/>, '530']",['2003'],['3.0D'],['313 tūkst.'],"['3,450  €']"
/msg/lv/transport/cars/volkswagen/tiguan/cdolhb.html,https://i.ss.lv/gallery/7/1321/330055/66010927.th2.jpg,"['Volkswagen', <br/>, 'Tiguan']",['2008'],['2.0'],['-'],"['7,250  €']"
/msg/lv/transport/cars/toyota/corolla/cdxfdj.html,https://i.ss.lv/gallery/7/1299/324684/64936793.th2.jpg,"['Toyota', <br/>, 'Corolla']",['2012'],['1.4D'],['-'],"['3,990  €']"
/msg/lv/transport/cars/bmw/318/benxef.html,https://i.ss.lv/gallery/7/1321/330083/66016504.th2.jpg,"['Bmw', <br/>, '318']",['2010'],['1.8D'],['-'],"['5,090  €']"
/msg/lv/transport/cars/volvo/v70/cecigx.html,https://i.ss.lv/gallery/7/1317/329219/65843674.th2.jpg,"['Volvo', <br/>, 'V70']",['2008'],['2.4D'],['400 tūkst.'],"['4,400  €']"
/msg/lv/transport/cars/audi/q7/ccnlhf.html,https://i.ss.lv/gallery/7/1296/323807/64761229.th2.jpg,"['Audi', <br/>, 'Q7']",['2012'],['3.0D'],['-'],"['14,990  €']"
/msg/lv/transport/cars/volvo/v60/cdggni.html,https://i.ss.lv/gallery/7/1309/327142/65428303.th2.jpg,"['Volvo', <br/>, 'V60']",['2010'],['2.4D'],['-'],"['7,990  €']"
/msg/lv/transport/cars/volvo/v60/blighm.html,https://i.ss.lv/gallery/7/1305/326116/65223101.th2.jpg,"['Volvo', <br/>, 'V60']",['2011'],['2.4D'],['-'],"['7,690  €']"
/msg/lv/transport/cars/toyota/land-cruiser/gfoin.html,https://i.ss.lv/gallery/7/1321/330232/66046299.th2.jpg,"['Toyota', <br/>, 'Land Cruiser']",['2020'],['2.8D'],['107 tūkst.'],"['39,700  €']"
/msg/lv/transport/cars/audi/a4/bidjhd.html,https://i.ss.lv/gallery/7/1298/324435/64886963.th2.jpg,"['Audi', <br/>, 'A4']",['2007'],['2.0D'],['-'],"['4,990  €']"
/msg/lv/transport/cars/audi/a6/belgcm.html,https://i.ss.lv/gallery/7/1297/324065/64812881.th2.jpg,"['Audi', <br/>, 'A6']",['2007'],['3.0D'],['-'],"['6,990  €']"
/msg/lv/transport/cars/volvo/xc70/bphjdj.html,https://i.ss.lv/gallery/7/1309/327227/65445222.th2.jpg,"['Volvo', <br/>, 'XC 70']",['2007'],['2.4D'],['-'],"['4,050  €']"
/msg/lv/transport/cars/skoda/octavia/cchfko.html,https://i.ss.lv/gallery/7/1215/303604/60720633.th2.jpg,"['Skoda', <br/>, 'Octavia']",['2021'],['2.0D'],['128 tūkst.'],"['15,400  €']"
/msg/lv/transport/cars/volvo/v70/giidj.html,https://i.ss.lv/gallery/7/1288/321832/64366289.th2.jpg,"['Volvo', <br/>, 'V70']",['2009'],['2.0D'],['-'],"['4,990  €']"
/msg/lv/transport/cars/ford/transit/bkimbl.html,https://i.ss.lv/gallery/7/1321/330228/66045563.th2.jpg,"['Ford', <br/>, 'Transit']",['2021'],['2.0D'],['219 tūkst.'],"['18,900  €']"
/msg/lv/transport/cars/bmw/320/gbjoj.html,https://i.ss.lv/gallery/7/1258/314360/62871979.th2.jpg,"['Bmw', <br/>, '320']",['2019'],['2.0D'],['107 tūkst.'],"['29,000  €']"
/msg/lv/transport/cars/mini/clubman/cfgdxh.html,https://i.ss.lv/gallery/7/1313/328051/65610014.th2.jpg,"['Mini', <br/>, 'Clubman']",['2009'],['1.6D'],['-'],"['3,450  €']"
/msg/lv/transport/cars/opel/zafira/bkhgkc.html,https://i.ss.lv/gallery/7/1316/328872/65774339.th2.jpg,"['Opel', <br/>, 'Zafira']",['2011'],['1.6'],['188 tūkst.'],"['4,350  €']"
/msg/lv/transport/cars/toyota/rav-4/bhninf.html,https://i.ss.lv/gallery/7/1288/321925/64384890.th2.jpg,"['Toyota', <br/>, 'RAV 4']",['2016'],['2.0'],['108 tūkst.'],"['16,500  €']"
/msg/lv/transport/cars/volvo/xc90/cdxkmi.html,https://i.ss.lv/gallery/7/1297/324108/64821508.th2.jpg,"['Volvo', <br/>, 'XC 90']",['2006'],['2.4D'],['-'],"['5,290  €']"
/msg/lv/transport/cars/audi/allroad/ccfllm.html,https://i.ss.lv/gallery/7/1319/329644/65928751.th2.jpg,"['Audi', <br/>, 'Allroad']",['2017'],['2.0D'],['207 tūkst.'],"['15,990  €']"
/msg/lv/transport/cars/opel/corsa/bjiepd.html,https://i.ss.lv/gallery/7/1316/328992/65798217.th2.jpg,"['Opel', <br/>, 'Corsa']",['2011'],['1.2'],['217 tūkst.'],"['3,800  €']"
/msg/lv/transport/cars/mercedes/ml320/aacdf.html,https://i.ss.lv/gallery/7/1293/323131/64626049.th2.jpg,"['Mercedes', <br/>, 'ML320']",['2009'],['3.0D'],['-'],"['7,750  €']"
/msg/lv/transport/cars/chrysler/town-country/eckil.html,https://i.ss.lv/gallery/7/1311/327625/65524887.th2.jpg,"['Chrysler', <br/>, 'Town & Country']",['2013'],['3.6'],['280 tūkst.'],"['6,300  €']"
/msg/lv/transport/cars/mercedes/e200/pnfcn.html,https://i.ss.lv/gallery/7/1321/330231/66046172.th2.jpg,"['Mercedes', <br/>, 'E200']",['2016'],['2.0D'],['-'],"['16,690  €']"
/msg/lv/transport/cars/citroen/c5/bxifel.html,https://i.ss.lv/gallery/7/1308/326871/65374171.th2.jpg,"['Citroen', <br/>, 'C5']",['2007'],['2.0'],['214 tūkst.'],"['1,300  €']"
/msg/lv/transport/cars/skoda/octavia/cdpkpg.html,https://i.ss.lv/gallery/7/1319/329705/65940980.th2.jpg,"['Skoda', <br/>, 'Octavia']",['2008'],['1.9D'],['278 tūkst.'],"['2,300  €']"
/msg/lv/transport/cars/volkswagen/touran/cdjbhi.html,https://i.ss.lv/gallery/7/1314/328336/65667057.th2.jpg,"['Volkswagen', <br/>, 'Touran']",['2004'],['2.0D'],['254 tūkst.'],"['2,500  €']"
/msg/lv/transport/cars/bmw/x5/cdmcoi.html,https://i.ss.lv/gallery/7/1319/329723/65944443.th2.jpg,[<b>Bmw<br/>X5</b>],[<b>2007</b>],[<b>4.8</b>],"[<b>301</b>, ' tūkst.']","[<b>7,500</b>, '  €']"
/msg/lv/transport/cars/opel/insignia/ccmfke.html,https://i.ss.lv/gallery/7/1308/326881/65376063.th2.jpg,"['Opel', <br/>, 'Insignia']",['2011'],['2.0D'],['-'],"['4,850  €']"
/msg/lv/transport/cars/volkswagen/passat-b8/ccgegx.html,https://i.ss.lv/gallery/7/1309/327003/65400546.th2.jpg,"['Volkswagen', <br/>, 'Passat (B8)']",['2016'],['1.8'],['211 tūkst.'],"['13,990  €']"
/msg/lv/transport/cars/volkswagen/passat-b8/bmblfi.html,https://i.ss.lv/gallery/7/1301/325140/65027860.th2.jpg,"['Volkswagen', <br/>, 'Passat (B8)']",['2018'],['2.0D'],['263 tūkst.'],"['9,990  €']"
/msg/lv/transport/cars/ford/focus/bjexin.html,https://i.ss.lv/gallery/7/1314/328404/65680650.th2.jpg,"['Ford', <br/>, 'Focus']",['2008'],['1.6D'],['286 tūkst.'],"['3,200  €']"
/msg/lv/transport/cars/opel/vivaro/ccokpc.html,https://i.ss.lv/gallery/7/1321/330211/66042011.th2.jpg,"['Opel', <br/>, 'Vivaro']",['2005'],['1.9D'],['-'],"['4,950  €']"
/msg/lv/transport/cars/audi/a3/cdjdmn.html,https://i.ss.lv/gallery/7/1314/328389/65677717.th2.jpg,"['Audi', <br/>, 'A3']",['2010'],['1.6D'],['-'],"['4,590  €']"
/msg/lv/transport/cars/audi/a4/bjekgx.html,https://i.ss.lv/gallery/7/1315/328724/65744616.th2.jpg,"['Audi', <br/>, 'A4']",['2008'],['1.8'],['300 tūkst.'],"['5,800  €']"
/msg/lv/transport/cars/audi/a6/bkjnkn.html,https://i.ss.lv/gallery/7/1308/326894/65378718.th2.jpg,"['Audi', <br/>, 'A6']",['2010'],['2.7D'],['-'],"['6,690  €']"
/msg/lv/transport/cars/mini/one/bppxpe.html,https://i.ss.lv/gallery/7/1321/330231/66046062.th2.jpg,[<b>Mini<br/>One</b>],[<b>2004</b>],[<b>1.4D</b>],"[<b>284</b>, ' tūkst.']","[<b>1,500</b>, '  €']"
/msg/lv/transport/cars/toyota/rav-4/cbpchf.html,https://i.ss.lv/gallery/7/1292/322789/64557608.th2.jpg,"['Toyota', <br/>, 'RAV 4']",['2023'],['2.0'],['36 tūkst.'],"['30,900  €']"
/msg/lv/transport/cars/bmw/330/cddnxo.html,https://i.ss.lv/gallery/7/1309/327242/65448376.th2.jpg,[<b>Bmw<br/>330</b>],[<b>2002</b>],[<b>3.0</b>],[<b>-</b>],"[<b>3,300</b>, '  €']"
/msg/lv/transport/cars/volvo/v70/cdpcfn.html,https://i.ss.lv/gallery/7/1321/330230/66045876.th2.jpg,"['Volvo', <br/>, 'V70']",['1998'],['2.4'],['383 tūkst.'],"['3,300  €']"
/msg/lv/transport/cars/volkswagen/tiguan/cdnopd.html,https://i.ss.lv/gallery/7/1305/326144/65228768.th2.jpg,"['Volkswagen', <br/>, 'Tiguan']",['2008'],['2.0'],['-'],"['5,500  €']"
/msg/lv/transport/cars/bmw/318/ehxmx.html,https://i.ss.lv/gallery/7/1314/328376/65675036.th2.jpg,"['Bmw', <br/>, '318']",['2014'],['2.0D'],['-'],"['7,490  €']"
/msg/lv/transport/cars/audi/a1/ceidkn.html,https://i.ss.lv/gallery/7/1253/313087/62617327.th2.jpg,"['Audi', <br/>, 'A1']",['2012'],['1.4'],['210 tūkst.'],"['7,500  €']"
/msg/lv/transport/cars/skoda/superb/ablel.html,https://i.ss.lv/gallery/7/1305/326114/65222778.th2.jpg,[<b>Skoda<br/>Superb</b>],[<b>2016</b>],[<b>2.0D</b>],[<b>-</b>],"[<b>14,200</b>, '  €']"
/msg/lv/transport/cars/opel/astra/hxmef.html,https://i.ss.lv/gallery/7/1315/328585/65716865.th2.jpg,"['Opel', <br/>, 'Astra']",['2010'],['1.7D'],['-'],"['3,950  €']"
/msg/lv/transport/cars/volkswagen/passat-b6/bhpljo.html,https://i.ss.lv/gallery/7/1321/330229/66045759.th2.jpg,[<b>Volkswagen<br/>Passat (B6)</b>],[<b>2008</b>],[<b>2.0D</b>],"[<b>478</b>, ' tūkst.']","[<b>1,500</b>, '  €']"
/msg/lv/transport/cars/opel/zafira/bbjnji.html,https://i.ss.lv/gallery/7/1316/328983/65796460.th2.jpg,"['Opel', <br/>, 'Zafira']",['2009'],['1.7D'],['-'],"['2,850  €']"
/msg/lv/transport/cars/volvo/xc90/cdfoke.html,https://i.ss.lv/gallery/7/1314/328453/65690473.th2.jpg,"['Volvo', <br/>, 'XC 90']",['2007'],['2.4D'],['-'],"['6,970  €']"
/msg/lv/transport/cars/alfa-romeo/crosswagon/iojxd.html,https://i.ss.lv/gallery/7/1250/312291/62458184.th2.jpg,"['Alfa romeo', <br/>, 'Crosswagon']",['2007'],['1.9D'],['-'],"['2,990  €']"
/msg/lv/transport/cars/bmw/530/cdblfj.html,https://i.ss.lv/gallery/7/1311/327526/65505079.th2.jpg,"['Bmw', <br/>, '530']",['2002'],['3.0D'],['475 tūkst.'],"['2,650  €']"
/msg/lv/transport/cars/subaru/forester/cfndxh.html,https://i.ss.lv/gallery/7/1321/330228/66045580.th2.jpg,"['Subaru', <br/>, 'Forester']",['2025'],['2.0H'],['12'],"['36,400  €']"
/msg/lv/transport/cars/land-rover/range-rover-velar/cdlpob.html,https://i.ss.lv/gallery/7/1321/330145/66028915.th2.jpg,"['Land Rover', <br/>, 'Range Rover Velar']",['2019'],['2.0D'],['136 tūkst.'],"['31,900  €']"
/msg/lv/transport/cars/seat/alhambra/cfkiol.html,https://i.ss.lv/gallery/7/1300/324792/64958298.th2.jpg,[<b>Seat<br/>Alhambra</b>],[<b>2017</b>],[<b>2.0D</b>],"[<b>276</b>, ' tūkst.']","[<b>12,000</b>, '  €']"
/msg/lv/transport/cars/volvo/v60/cdlchm.html,https://i.ss.lv/gallery/7/1319/329524/65904715.th2.jpg,"['Volvo', <br/>, 'V60']",['2019'],['2.0D'],['207 tūkst.'],"['15,990  €']"
/msg/lv/transport/cars/nissan/x-trail/bngbhe.html,https://i.ss.lv/gallery/7/1316/328993/65798591.th2.jpg,"['Nissan', <br/>, 'X-Trail']",['2024'],['1.5H'],['8.4 tūkst.'],"['35,990  €']"
/msg/lv/transport/cars/lexus/is/adchp.html,https://i.ss.lv/gallery/7/1321/330230/66045832.th2.jpg,"['Lexus', <br/>, 'IS']",['1999'],['2.0'],['297 tūkst.'],"['2,100  €']"
/msg/lv/transport/cars/volvo/v60/cdkolc.html,https://i.ss.lv/gallery/7/1319/329525/65904906.th2.jpg,"['Volvo', <br/>, 'V60']",['2019'],['2.0D'],['200 tūkst.'],"['15,990  €']"
/msg/lv/transport/cars/volvo/v60/cdjflm.html,https://i.ss.lv/gallery/7/1314/328418/65683506.th2.jpg,"['Volvo', <br/>, 'V60']",['2019'],['2.0D'],['159 tūkst.'],"['23,555  €']"
/msg/lv/transport/cars/toyota/avensis/bibobd.html,https://i.ss.lv/gallery/7/1259/314596/62919110.th2.jpg,"['Toyota', <br/>, 'Avensis']",['2007'],['2.2D'],['-'],"['2,190  €']"
/msg/lv/transport/cars/audi/a6/foooh.html,https://i.ss.lv/gallery/7/1263/315563/63112544.th2.jpg,"['Audi', <br/>, 'A6']",['2011'],['3.0D'],['330 tūkst.'],"['8,800  €']"
/msg/lv/transport/cars/toyota/corolla-verso/bmgfjf.html,https://i.ss.lv/gallery/7/1321/330180/66035817.th2.jpg,"['Toyota', <br/>, 'Corolla Verso']",['2008'],['2.2D'],['-'],"['2,450  €']"
/msg/lv/transport/cars/volkswagen/passat-b5/bbncnp.html,https://i.ss.lv/gallery/7/1317/329182/65836333.th2.jpg,"['Volkswagen', <br/>, 'Passat (B5)']",['1997'],['1.9D'],['379 tūkst.'],['350  €']
/msg/lv/transport/cars/skoda/superb/cfndxc.html,https://i.ss.lv/gallery/7/1321/330226/66045154.th2.jpg,"['Skoda', <br/>, 'Superb']",['2017'],['2.0D'],['256 tūkst.'],"['14,190  €']"
/msg/lv/transport/cars/skoda/octavia/cxxmpo.html,https://i.ss.lv/gallery/7/1307/326660/65331878.th2.jpg,"['Skoda', <br/>, 'Octavia']",['2017'],['2.0D'],['239 tūkst.'],"['7,950  €']"
/msg/lv/transport/cars/jeep/grand-cherokee/bkddcj.html,https://i.ss.lv/gallery/7/1284/320756/64151049.th2.jpg,"['Jeep', <br/>, 'Grand Cherokee']",['2012'],['3.0D'],['-'],"['12,390  €']"
/msg/lv/transport/cars/volkswagen/buggy/ilelc.html,https://i.ss.lv/gallery/7/1321/330216/66043035.th2.jpg,"['Volkswagen', <br/>, 'Buggy']",['1968'],['1.5'],['55 tūkst.'],"['8,800  €']"
/msg/lv/transport/cars/volvo/v70/cecljx.html,https://i.ss.lv/gallery/7/1321/330230/66045807.th2.jpg,[<b>Volvo<br/>V70</b>],[<b>2008</b>],[<b>2.4D</b>],"[<b>320</b>, ' tūkst.']","[<b>3,500</b>, '  €']"
/msg/lv/transport/cars/opel/insignia/cdoghg.html,https://i.ss.lv/gallery/7/1321/330226/66045108.th2.jpg,"['Opel', <br/>, 'Insignia']",['2011'],['2.0D'],['365 tūkst.'],"['3,100  €']"
/msg/lv/transport/cars/audi/q7/ccpkhb.html,https://i.ss.lv/gallery/7/1307/326632/65326312.th2.jpg,"['Audi', <br/>, 'Q7']",['2006'],['3.0D'],['-'],"['7,490  €']"
/msg/lv/transport/cars/opel/astra/hhxxj.html,https://i.ss.lv/gallery/7/1318/329393/65878484.th2.jpg,"['Opel', <br/>, 'Astra']",['2017'],['1.6D'],['142 tūkst.'],"['7,200  €']"
/msg/lv/transport/cars/mercedes/b180/bfofhj.html,https://i.ss.lv/gallery/7/1293/323208/64641585.th2.jpg,"['Mercedes', <br/>, 'B180']",['2010'],['2.0D'],['241 tūkst.'],"['5,150  €']"
/msg/lv/transport/cars/mercedes/e300/hnxlg.html,https://i.ss.lv/gallery/7/1268/316794/63358668.th2.jpg,"['Mercedes', <br/>, 'E300']",['2022'],['2.0H'],['37 tūkst.'],"['49,000  €']"
/msg/lv/transport/cars/opel/astra/bbjdpx.html,https://i.ss.lv/gallery/7/1289/322233/64446552.th2.jpg,"['Opel', <br/>, 'Astra']",['2010'],['1.7D'],['-'],"['5,250  €']"
/msg/lv/transport/cars/dacia/sandero/cdmmof.html,https://i.ss.lv/gallery/7/1289/322231/64446027.th2.jpg,"['Dacia', <br/>, 'Sandero']",['2015'],['0.9'],['-'],"['5,990  €']"
/msg/lv/transport/cars/citroen/ds/cdgccd.html,https://i.ss.lv/gallery/7/1289/322233/64446456.th2.jpg,"['Citroen', <br/>, 'DS']",['2014'],['1.6D'],['-'],"['5,500  €']"
/msg/lv/transport/cars/volvo/v50/bmomid.html,https://i.ss.lv/gallery/7/1290/322333/64466405.th2.jpg,"['Volvo', <br/>, 'V50']",['2010'],['1.6D'],['-'],"['2,990  €']"
/msg/lv/transport/cars/honda/civic/gxlmj.html,https://i.ss.lv/gallery/7/1292/322801/64560006.th2.jpg,"['Honda', <br/>, 'Civic']",['2007'],['1.8'],['-'],"['2,490  €']"
/msg/lv/transport/cars/audi/a1/cxddmn.html,https://i.ss.lv/gallery/7/1305/326053/65210555.th2.jpg,"['Audi', <br/>, 'A1']",['2012'],['2.0D'],['225 tūkst.'],"['6,950  €']"
/msg/lv/transport/cars/bmw/x4/bnmdkk.html,https://i.ss.lv/gallery/7/1305/326071/65214001.th2.jpg,"['Bmw', <br/>, 'X4']",['2024'],['2.0D'],['-'],"['57,500  €']"
/msg/lv/transport/cars/kia/sportage/bmhmn.html,https://i.ss.lv/gallery/7/1319/329662/65932260.th2.jpg,[<b>Kia<br/>Sportage</b>],[<b>2012</b>],[<b>2.0D</b>],"[<b>148</b>, ' tūkst.']","[<b>10,450</b>, '  €']"
/msg/lv/transport/cars/audi/q5/bnmpkn.html,https://i.ss.lv/gallery/7/1301/325236/65047054.th2.jpg,"['Audi', <br/>, 'Q5']",['2011'],['2.0D'],['164 tūkst.'],"['11,550  €']"
/msg/lv/transport/cars/mini/clubman/cjimb.html,https://i.ss.lv/gallery/7/1303/325534/65106662.th2.jpg,"['Mini', <br/>, 'Clubman']",['2016'],['1.5'],['99 tūkst.'],"['11,590  €']"
/msg/lv/transport/cars/renault/scenic/gfgci.html,https://i.ss.lv/gallery/7/1288/321752/64350249.th2.jpg,"['Renault', <br/>, 'Scenic']",['2012'],['1.4'],['134 tūkst.'],"['4,790  €']"
/msg/lv/transport/cars/peugeot/3008/cbmmnm.html,https://i.ss.lv/gallery/7/1297/324073/64814598.th2.jpg,"['Peugeot', <br/>, '3008']",['2017'],['1.2'],['78 tūkst.'],"['15,590  €']"
/msg/lv/transport/cars/volkswagen/sharan/glodk.html,https://i.ss.lv/gallery/7/1282/320438/64087475.th2.jpg,"['Volkswagen', <br/>, 'Sharan']",['2013'],['2.0D'],['226 tūkst.'],"['8,750  €']"
/msg/lv/transport/cars/ford/mondeo/ommjx.html,https://i.ss.lv/gallery/7/1306/326417/65283352.th2.jpg,"['Ford', <br/>, 'Mondeo']",['2015'],['1.5'],['-'],"['5,990  €']"
/msg/lv/transport/cars/volkswagen/tiguan/cbpfjc.html,https://i.ss.lv/gallery/7/1204/300847/60169213.th2.jpg,"['Volkswagen', <br/>, 'Tiguan']",['2019'],['2.0D'],['233 tūkst.'],"['14,000  €']"
/msg/lv/transport/cars/jeep/grand-cherokee/blfxnb.html,https://i.ss.lv/gallery/7/1272/317822/63564318.th2.jpg,"['Jeep', <br/>, 'Grand Cherokee']",['2013'],['3.0D'],['-'],"['15,490  €']"
/msg/lv/transport/cars/jeep/cherokee/cihgg.html,https://i.ss.lv/gallery/7/1314/328389/65677604.th2.jpg,"['Jeep', <br/>, 'Cherokee']",['1998'],['2.5D'],['118 tūkst.'],"['6,900  €']"
/msg/lv/transport/cars/volvo/v70/ccokcf.html,https://i.ss.lv/gallery/7/1305/326141/65228192.th2.jpg,"['Volvo', <br/>, 'V70']",['2013'],['1.6D'],['-'],"['7,490  €']"
/msg/lv/transport/cars/bmw/520/bihnb.html,https://i.ss.lv/gallery/7/1307/326672/65334275.th2.jpg,"['Bmw', <br/>, '520']",['2013'],['2.0D'],['-'],"['12,990  €']"
/msg/lv/transport/cars/bmw/530/cepjbb.html,https://i.ss.lv/gallery/7/1261/315026/63005153.th2.jpg,"['Bmw', <br/>, '530']",['2011'],['3.0D'],['210 tūkst.'],"['12,990  €']"
/msg/lv/transport/cars/volkswagen/caddy/cdmnhi.html,https://i.ss.lv/gallery/7/1244/310788/62157427.th2.jpg,"['Volkswagen', <br/>, 'Caddy']",['2019'],['2.0D'],['170 tūkst.'],"['10,500  €']"
/msg/lv/transport/cars/audi/a6/bioigb.html,https://i.ss.lv/gallery/7/1315/328592/65718379.th2.jpg,[<b>Audi<br/>A6</b>],[<b>2006</b>],[<b>3.0D</b>],"[<b>343</b>, ' tūkst.']","[<b>3,850</b>, '  €']"
/msg/lv/transport/cars/volkswagen/caddy/ccfgxn.html,https://i.ss.lv/gallery/7/1292/322853/64570483.th2.jpg,"['Volkswagen', <br/>, 'Caddy']",['2020'],['2.0D'],['200 tūkst.'],"['9,600  €']"
/msg/lv/transport/cars/volvo/xc70/cxxehc.html,https://i.ss.lv/gallery/7/1316/328964/65792760.th2.jpg,"['Volvo', <br/>, 'XC 70']",['2005'],['2.4D'],['-'],"['3,900  €']"
/msg/lv/transport/cars/toyota/rav-4/bjcblk.html,https://i.ss.lv/gallery/7/1312/327839/65567798.th2.jpg,"['Toyota', <br/>, 'RAV 4']",['2007'],['2.0'],['-'],"['5,500  €']"
/msg/lv/transport/cars/audi/a3/bjfjep.html,https://i.ss.lv/gallery/7/1321/330228/66045446.th2.jpg,[<b>Audi<br/>A3</b>],[<b>2008</b>],[<b>2.0D</b>],"[<b>319</b>, ' tūkst.']","[<b>3,150</b>, '  €']"
/msg/lv/transport/cars/citroen/c3-aircross/cfndxf.html,https://i.ss.lv/gallery/7/1321/330228/66045421.th2.jpg,"['Citroen', <br/>, 'C3 Aircross']",['2021'],['1.2'],['46 tūkst.'],"['18,700  €']"
/msg/lv/transport/cars/audi/a6/bkmooo.html,https://i.ss.lv/gallery/7/1321/330227/66045245.th2.jpg,"['Audi', <br/>, 'A6']",['2008'],['2.0D'],['354 tūkst.'],"['3,300  €']"
/msg/lv/transport/cars/volvo/xc90/cechep.html,https://i.ss.lv/gallery/7/1211/302558/60511503.th2.jpg,"['Volvo', <br/>, 'XC 90']",['2016'],['2.0D'],['111 tūkst.'],"['29,800  €']"
/msg/lv/transport/cars/bmw/530/bhnklc.html,https://i.ss.lv/gallery/7/1321/330196/66039023.th2.jpg,"['Bmw', <br/>, '530']",['2011'],['3.0D'],['-'],"['7,750  €']"
/msg/lv/transport/cars/bmw/530/dfnid.html,https://i.ss.lv/gallery/7/1312/327755/65550834.th2.jpg,"['Bmw', <br/>, '530']",['2017'],['3.0D'],['215 tūkst.'],"['24,500  €']"
/msg/lv/transport/cars/subaru/forester/ceeeob.html,https://i.ss.lv/gallery/7/1321/330181/66036187.th2.jpg,"['Subaru', <br/>, 'Forester']",['2025'],['2.0H'],['12'],"['35,500  €']"
/msg/lv/transport/cars/audi/q5/ccpimk.html,https://i.ss.lv/gallery/7/1230/307462/61492397.th2.jpg,"['Audi', <br/>, 'Q5']",['2014'],['2.0D'],['197 tūkst.'],"['15,990  €']"
/msg/lv/transport/cars/volvo/xc90/bebidn.html,https://i.ss.lv/gallery/7/1293/323178/64635530.th2.jpg,"['Volvo', <br/>, 'XC 90']",['2011'],['2.4D'],['-'],"['11,790  €']"
/msg/lv/transport/cars/bmw/318/benmle.html,https://i.ss.lv/gallery/7/1240/309792/61958223.th2.jpg,"['Bmw', <br/>, '318']",['2014'],['2.0D'],['231 tūkst.'],"['10,500  €']"
